X,Y,Z,Polarity
0.002322447,-0.076126994,0.028696694,1
0.05917059,-0.047981908,-0.019478806,1
0.056469533,-0.040076228,0.082550003,1
0.056468052,-0.05111822,-0.042598602,1
-0.020602526,0.008082946,0.082550003,1
-0.068949985,-0.03243935,-0.008578308,1
-0.072224972,-0.024229091,-0.032880531,1
-0.014077728,-0.0748821,-0.023951905,1
0.002254114,0.076129142,0.024293295,1
0.072748727,0.022589412,0.009888529,1
-0.061454495,-0.045037504,-0.029011548,1
-0.006150081,0.075920525,-0.037234937,1
-0.065218792,0.039340322,0.017560739,1
0.014597476,0.035458667,-0.082550003,1
0.025149565,0.071893589,0.029768657,1
0.009480972,-8.65E-04,-0.088195147,1
-0.016902049,0.009292565,-0.082550003,1
0.069374445,-0.031458506,0.048358465,1
0.026774755,0.020890257,-0.082550003,1
0.014311801,-0.011563298,-0.082550003,1
0.064377451,0.040762954,0.026524422,1
0.023613281,0.039882489,-0.082550003,1
0.076186129,-4.41E-04,0.020839518,1
-0.064692416,-0.040230377,0.00865531,1
0.068059093,0.034188605,-0.048206695,1
0.075320313,-0.011310724,-0.050198914,1
0.054737728,0.052972172,-0.033299493,1
-0.005754236,0.043653775,0.082550003,1
0.07375112,0.0191391,-0.019325022,1
0.075092055,0.01275201,-0.01626794,1
-0.02235618,0.017228635,-0.088900002,1
0.045789053,8.31E-04,-0.088900002,1
0.075012312,-0.013255529,0.008714851,1
-0.00360308,-0.008814279,-0.08288747,1
-0.06810823,-0.034092168,-0.011936513,1
0.096555117,-0.025912597,-0.078888329,1
0.02751332,0.071042607,-0.024274414,1
-0.002721129,0.009123382,-0.088818113,1
0.070626076,0.028566232,-0.039660151,1
0.048193268,0.059006642,-0.032039985,1
0.076188899,-3.53E-04,-0.020619638,1
0.041593603,-0.009579224,-0.082550003,1
0.073244269,0.020883717,-0.007808992,1
-0.075598647,-0.009553241,0.016576761,1
-0.016961144,0.009759806,-0.088900002,1
-0.006542921,0.075883391,0.005831631,1
0.002887061,-0.009075175,-0.083908954,1
-0.034122634,-0.011683097,-0.082550003,1
-0.034470981,0.067915217,-0.014704121,1
-0.009687775,0.009403446,-0.082550003,1
-0.030183741,0.055975033,-0.082550003,1
0.038768572,-0.065556925,0.007286951,1
0.072409356,0.023716932,-0.035223911,1
-0.041260003,0.064045567,6.93E-04,1
-0.071347853,-0.026665445,-0.045092976,1
-0.034726552,-0.039425812,0.082550003,1
0.008586358,-0.075690227,-0.010244116,1
-0.035106712,0.0675913,0.042914114,1
0.013013545,-0.075050636,-0.012076427,1
-0.068350319,0.033617036,-0.004144082,1
0.056734793,0.050815661,-0.039982132,1
-0.05522502,0.05248488,-0.020578104,1
-0.015068046,-0.004261382,-0.082550003,1
0.07258405,-0.023156242,0.025109507,1
0.022387632,-0.033554687,-0.082550003,1
0.050984158,-0.028336932,-0.088900002,1
-0.014938437,0.029140634,-0.082550003,1
0.007377757,-0.075804475,0.034295013,1
0.062830021,0.043048604,-0.042149177,1
-0.031038693,0.021535302,0.082550003,1
-0.013843321,0.074919223,-0.058288758,1
-0.043054915,0.013977994,-0.082550003,1
0.032031125,-0.069126644,-0.037506154,1
0.072204676,0.024285465,-0.041941276,1
-0.006335161,-0.07590303,0.015990018,1
-0.054244999,-0.053464901,-0.014632705,1
-0.024003563,0.013246482,-0.082550003,1
-0.002591546,-0.016497828,-0.082550003,1
0.054378281,-0.053331619,-0.046651043,1
-0.019827341,0.07355117,0.040852071,1
-0.036044838,0.032194555,0.082550003,1
0.005535468,-0.01317203,-0.082550003,1
0.073819101,0.01889159,0.045167338,1
-0.045198256,0.024023789,0.082550003,1
0.004262422,0.022281461,-0.082550003,1
1.22E-04,-0.065574707,-0.088900002,1
-0.009421384,0.001373794,-0.085779116,1
-0.04270148,-0.063065929,-0.033099708,1
0.073056792,-0.021529028,-2.09E-05,1
-0.00587306,-0.007573543,-0.088900002,1
0.033201719,0.068561931,0.005337412,1
0.046920424,0.059993957,-0.053813295,1
0.003452614,-0.011544449,-0.082550003,1
-0.007331902,-0.016099839,-0.082550003,1
0.049706916,0.057712278,8.16E-04,1
0.012331971,-0.075158577,-0.04830655,1
0.026082629,-0.018682955,-0.088900002,1
0.008764036,0.004628744,-0.082550003,1
-0.026966759,0.019815111,-0.082550003,1
0.031805241,0.062010035,-0.088900002,1
-0.005308479,-0.076000081,0.052530641,1
-0.072325294,0.023950427,-0.039125297,1
0.067874128,0.034551623,-0.038650137,1
0.051045613,-0.056532064,-0.010568788,1
-0.03872217,-0.065584367,-0.018889116,1
-0.075625561,-0.009270443,0.024190981,1
0.008364403,0.01078144,0.082550003,1
-0.057174349,0.05031708,-0.025262298,1
0.015692982,0.0085361,-0.082550003,1
-0.01031686,-0.015663135,-0.082550003,1
0.046857414,0.060520077,-0.088900002,1
-0.075698267,0.008501309,0.023217852,1
0.0661621,-0.037745275,-0.049098371,1
0.065466557,-0.038921375,0.018353029,1
0.002927235,0.048101611,0.082550003,1
-0.002566925,0.054001623,-0.088900002,1
0.003808989,0.076080267,-0.062392039,1
0.005535159,0.007749038,-0.085250875,1
0.074612218,-0.015343575,-0.032438261,1
-0.013185918,0.075023337,0.011053679,1
0.020998677,0.002835003,-0.082550003,1
-0.030712779,-0.069697158,-0.057830258,1
0.072399791,0.0237435,-0.054405531,1
0.007686478,0.005623676,-0.083628309,1
0.043914085,0.062241833,0.003716342,1
-0.019160315,-0.073744956,0.041228701,1
-0.06360789,-0.041904018,-0.011777512,1
0.001862836,0.028797357,0.082550003,1
0.002407442,-0.00967678,-0.082550003,1
0.049209124,-0.077721235,-0.088900002,1
0.063967327,-0.041375128,0.053510889,1
0.045468459,-0.061120213,0.008163123,1
-0.016620339,0.039600279,0.082550003,1
-0.064140687,0.04112004,0.031778162,1
0.009004569,-0.003094053,-0.08764047,1
0.073134044,0.021263122,-0.003261773,1
-0.035574187,0.067353112,-0.021334886,1
0.071586989,0.0260012,0.066596744,1
0.022633137,0.029846102,-0.082550003,1
0.006116543,0.007299394,-0.083745005,1
0.063330353,-0.042312395,-0.001405813,1
-0.014654115,0.008530625,-0.088900002,1
-0.004505561,0.076058371,0.034295358,1
0.034614016,0.067842338,-0.022518532,1
-0.00613655,0.016918875,-0.088900002,1
0.06941591,0.031362688,0.056899534,1
-0.064091901,0.041191826,-0.054097201,1
-0.07616168,-0.00121897,0.020972439,1
-0.027212507,-0.001045686,-0.082550003,1
-0.005467867,-0.037690573,-0.082550003,1
0.073351463,-0.020514748,-0.039151473,1
-0.028630226,-0.047858691,-0.082550003,1
0.06345198,-0.006663802,-0.082550003,1
0.024047228,0.072290444,6.06E-05,1
-0.006687338,0.006776401,-0.086819367,1
0.008890728,-0.003410263,-0.085783214,1
-0.062871476,0.042987605,0.044519647,1
-0.070021573,-0.029963119,-0.0463562,1
0.076077648,-0.003892299,0.021482777,1
0.003230655,-0.022863244,-0.082550003,1
-0.035307096,0.0674892,-0.010888799,1
0.007233811,-0.008257289,-0.082550003,1
0.05918721,-0.047960481,-0.040730167,1
-0.024929631,0.071972768,0.038998513,1
-0.070759895,0.028257002,-0.012582654,1
-0.024725702,-0.044064433,0.082550003,1
0.012819323,0.075081395,-0.041296341,1
0.025786737,0.071664199,0.056930499,1
0.005626885,0.007683988,-0.084702621,1
0.029810807,-0.026351628,-0.082550003,1
0.019083186,0.057354751,-0.082550003,1
0.004901879,0.008161606,-0.082652829,1
0.046144787,0.060595601,-0.023157302,1
0.074645386,-0.015195201,-0.028750443,1
0.030775907,0.06966984,0.026374128,1
0.006330866,-0.007110445,-0.084629749,1
-0.062784996,-0.043114855,-0.048915817,1
0.019150683,-0.019081817,-0.088900002,1
-0.051986665,-0.055702419,-0.002487887,1
-0.028392499,-0.070701259,-0.015984566,1
0.065645043,-0.038619571,-0.037841531,1
-0.048069669,0.059102515,0.009988387,1
-0.004328256,0.008479526,-0.083295303,1
-0.010941764,0.006665125,-0.088900002,1
0.019736758,0.011718032,0.082550003,1
0.071945847,-0.025004408,0.060677521,1
0.071644385,0.025841772,0.008019277,1
-0.076128932,0.002260786,-0.029891392,1
0.010679379,-0.006878688,-0.082550003,1
0.017754489,-0.029758163,-0.082550003,1
0.076105092,0.003019228,0.006844369,1
0.008881734,-0.038024775,0.082550003,1
-0.010006424,0.01119016,-0.082550003,1
-0.014053025,0.020734407,0.082550003,1
0.04346793,0.065864685,-0.088900002,1
-0.040165774,-0.064730622,-0.014573836,1
0.0100131,0.039174421,-0.082550003,1
-0.02756235,0.051578462,0.082550003,1
-0.049115134,-0.00845965,-0.082550003,1
0.014337523,-0.07483711,-0.017438717,1
0.00316561,0.008978807,-0.088795485,1
